phulangsunguy	phulangsu/NPR+nguy/PAN
toyl	toy/VV+ngul/EAN
kesngilako	kes/NNX+ngi/CO+la/EFN+ko/PAD
sosikthongngun	sosikthong/NNC+ngun/PAU
malhako	malha/VV+ko/ECS
ngaseyngan	ngaseyngan/NPR
hoyngwenkwuktulngun	hoyngwenkwuk/NNC+tul/XSF+ngun/PAU
tto	tto/ADV
meykhongkangngyungyekkaypalngey	meykhongkang/NPR+ngyungyek/NNC+kaypal/NNC+ngey/PAD
kwanhan	kwanha/VV+ngun/EAN
hyeplyekpangnganto	hyeplyek/NNC+pangngan/NNC+to/PAU
nonnguyhakey	nonnguy/NNC+ha/XSV+key/ECS
toyl	toy/VX+ngul/EAN
kesngilako	kes/NNX+ngi/CO+la/EFN+ko/PAD
tespwuthngyessta	tespwuthngi/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
ngyengya	ngyengya/NNC
4	4/NNU
tangngi	tang/NNX+ngi/PCA
chingyelhan	chingyel/NNC+ha/XSV+ngun/EAN
chongsenkwuto	chongsen/NNC+kwuto/NNC
cwutokwen	cwutokwen/NNC
sencem	sencem/NNC
kyengcayngngul	kyengcayng/NNC+ngul/PCA
pelngiko	pelngi/VV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
kangwuntey	kangwuntey/NNC
cingyekkamceng	cingyek/NNC+kamceng/NNC
cocang	cocang/NNC
mich	mich/ADC
humcipnaykiseng	humcip/NNC+nay/VV+ki/ENM+seng/XSF
sangho	sangho/NNC
pipangcen	pipang/NNC+cen/XSF
tung	tung/NNX
senkengwuntongngi	senke/NNC+ngwuntong/NNC+ngi/PCA
chopanpwuthe	chopan/NNC+pwuthe/PAD
kwangyelngyangsangngulo	kwangyel/NNC+ngyangsang/NNC+ngulo/PAD
chitatko	chitat/VV+ko/ECS
ngissta	ngiss/VX+ta/EFN
.	./SFN
^EOS
thukhi	thukhi/ADV
ngyengyanun	ngyengya/NNC+ngun/PAU
tongsitapalcek	tongsitapal/NNC+cek/XSF
cikwutang	cikwutang/NNC
kayphyentayhoyna	kayphyen/NNC+tayhoy/NNC+ngina/PCJ
changtangtayhoy	changtang/NNC+tayhoy/NNC
tungngul	tung/NNX+ngul/PCA
thonghay	thongha/VV+nge/ECS
silcilcek	silcil/NNC+cek/XSF
senkengwuntongngul	senke/NNC+ngwuntong/NNC+ngul/PCA
ponkyekhwahako	ponkyekhwa/NNC+ha/XSV+ko/ECS
ngissnguna	ngiss/VX+nguna/ECS
nginun	ngi/NPN+ngun/PAU
senkepepsang	senkepep/NNC+sang/XSF
sacensenkengwuntongngey	sacen/NNC+senke/NNC+ngwuntong/NNC+ngey/PAD
haytangtoyci	haytang/NNC+toy/XSV+ci/ECS
nganhnun	nganh/VX+nun/EAN
happepcek	happep/NNC+cek/XSF
`^LQ	`/SLQ
cengtanghwaltong	cengtang/NNC+hwaltong/NNC
'^RQ	'/SRQ
nguy	nguy/PAN
ngilhwanngulo	ngilhwan/NNC+ngulo/PAD
pocangtoyko	pocang/NNC+toy/XSV+ko/ECS
ngissnge	ngiss/VX+nge/ECS
sasilsang	sasil/NNC+sang/XSF
kyuceyna	kyucey/NNC+ngina/PCJ
kamsinguy	kamsi/NNC+nguy/PAN
sonkilngi	sonkil/NNC+ngi/PCA
michici	michi/VV+ci/ECS
moshako	mosha/VX+ko/ECS
ngissta	ngiss/VX+ta/EFN
.	./SFN
^EOS
ngingey	ngi/NPN+ngey/PAD
ttala	ttalu/VV+nge/ECS
cwungngangsenkwanngwinun	cwungngangsenkwanngwi/NPR+ngun/PAU
6	6/NNU
ngil	ngil/NNX
ngyengya	ngyengya/NNC
kak	kak/DAN
tangngey	tang/NNC+ngey/PAD
konghanngul	konghan/NNC+ngul/PCA
ponay	ponay/VV+nge/ECS
16	16/NNU
tay	tay/NNX
chongsenngeyse	chongsen/NNC+ngeyse/PAD
tukphyolul	tukphyo/NNC+ngul/PCA
ngwihay	ngwiha/VV+nge/ECS
cingyekkamcengngul	cingyek/NNC+kamceng/NNC+ngul/PCA
cakukhanun	cakuk/NNC+ha/XSV+nun/EAN
palngenkwa	palngen/NNC+kwa/PCJ
hayngtongngul	hayngtong/NNC+ngul/PCA
caceyhaycwul	cacey/NNC+ha/XSV+nge/ECS+cwu/VX+ngul/EAN
kesngul	kes/NNX+ngul/PCA
ngyochenghanun	ngyocheng/NNC+ha/XSV+nun/EAN
hanphyen	hanphyen/NNC
sangtayhwupo	sangtay/NNC+hwupo/NNC
humcipnaykiseng	humcip/NNC+nay/VV+ki/ENM+seng/XSF
pipangkwa	pipang/NNC+kwa/PCJ
huksayksencen	huksayk/NNC+sencen/NNC
,	,/SCM
sicangpangmwun	sicang/NNC+pangmwun/NNC
tung	tung/NNX
sasilsangnguy	sasil/NNC+sang/XSF+nguy/PAN
sacensenkengwuntong	sacen/NNC+senke/NNC+ngwuntong/NNC
kamsingey	kamsi/NNC+ngey/PAD
nasessta	nase/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
mincwutangngun	mincwutang/NPR+ngun/PAU
nginal	nginal/NNC
ngocen	ngocen/NNC
senketaychaykngwi	senketaychaykngwi/NPR
hwaktaykanpwuhoynguyngeyse	hwaktay/NNC+kanpwu/NNC+hoynguy/NNC+ngeyse/PAD
cingyekkamceng	cingyek/NNC+kamceng/NNC
mwunceyceykingey	mwuncey/NNC+ceyki/NNC+ngey/PAD
tayhan	tayha/VV+ngun/EAN
panpak	panpak/NNC
tung	tung/NNX
cekkuktayngungngun	cekkuk/NNC+tayngung/NNC+ngun/PAU
ngi	ngi/DAN
mwunceylul	mwuncey/NNC+ngul/PCA
tengwuk	tengwuk/ADV
ngakhwasikhil	ngakhwa/NNC+sikhi/XSV+ngul/EAN
ngwulyeka	ngwulye/NNC+ngi/PCA
ngisstako	ngiss/VJ+ta/EFN+ko/PAD
poko	po/VV+ko/ECS
ngyatangtulngi	ngyatang/NNC+tul/XSF+ngi/PCA
ceykihanun	ceyki/NNC+ha/XSV+nun/EAN
cingyekkamceng	cingyek/NNC+kamceng/NNC
mwunceyngey	mwuncey/NNC+ngey/PAD
tayngunghaci	tayngung/NNC+ha/XSV+ci/ECS
nganhko	nganh/VX+ko/ECS
cengchaykkwa	cengchayk/NNC+kwa/PCJ
picenceysingey	picen/NNC+ceysi/NNC+ngey/PAD
cwulyekkhilo	cwulyek/NNC+ha/XSV+ki/ENM+ngulo/PAD
hayssta	ha/VX+ngess/EPF+ta/EFN
.	./SFN
^EOS
mincwutangngun	mincwutang/NPR+ngun/PAU
kulena	kulena/ADC
hannalatangnguy	hanalatang/NPR+nguy/PAN
kongchenhenkum	kongchen/NNC+henkum/NNC
nguyhoknonlanngey	nguyhok/NNC+nonlan/NNC+ngey/PAD
tayhaysen	tayha/VV+ngese/ECS+ngun/PAU
`^LQ	`/SLQ
myengpaykhan	myengpayk/NNC+ha/XSJ+ngun/EAN
cengchicakumpep	cengchi/NNC+cakum/NNC+pep/NNC
ngwipan	ngwipan/NNC
'^RQ	'/SRQ
ngilamye	ngi/CO+la/EFN+mye/ECS
ngihoychang	ngihoychang/NPR
chongcayngwa	chongcay/NNC+kwa/PCJ
haswunpong	haswunpong/NPR
samwuchongcangngul	samwuchongcang/NNC+ngul/PCA
`^LQ	`/SLQ
chepeltaysang	chepel/NNC+taysang/NNC
'^RQ	'/SRQ
ngulo	ngulo/PAD
cimokhako	cimok/NNC+ha/XSV+ko/ECS
,	,/SCM
cwungngangsenkekwanlingwingwenhoyngeyto	cwungngangsenkekwanlingwingwenhoy/NPR+ngey/PAD+to/PAU
ngi	ngi/DAN
mwunceyngey	mwuncey/NNC+ngey/PAD
tayhan	tayha/VV+ngun/EAN
ngipcang	ngipcang/NNC
phyomyengngul	phyomyeng/NNC+ngul/PCA
chokkwuhanun	chokkwu/NNC+ha/XSV+nun/EAN
tung	tung/NNX
ngisyuhwaksan	ngisyu/NNC+hwaksan/NNC
pangchimngul	pangchim/NNC+ngul/PCA
pwunmyenghi	pwunmyenghi/ADV
hayssta	ha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
ngingwa	ngi/NPN+kwa/PAD
hamkkey	hamkkey/ADV
mincwutangngun	mincwutang/NPR+ngun/PAU
sengyenghwun	sengyenghwun/NPR
tayphyo	tayphyo/NNC
,	,/SCM
ngingincey	ngingincey/NPR
senketaychaykngwingwencang	senke/NNC+taychayk/NNC+ngwingwencang/NNC
tung	tung/NNX
citopwuka	citopwu/NNC+ngi/PCA
kangngwen	kangngwen/NPR
hongchen	hongchen/NPR
mwunhwangyeyswulhoykwanngeyse	mwunhwa/NNC+ngyeyswul/NNC+hoykwan/NNC+ngeyse/PAD
ngyellin	ngyelli/VV+ngun/EAN
hongchen	hongchen/NPR
,	,/SCM
hoyngsengcikwutang	hoyngseng/NPR+cikwutang/NNC
(	(/SLQ
ngwingwencang	ngwingwencang/NNC
ngyucaykyu	ngyucaykyu/NPR
)	)/SRQ
kwa	kwa/PAD
chwungpwuk	chwungpwuk/NPR
ceychen	ceychen/NPR
.	./SFN
tanngyangcikwutang	tanngyang/NPR+cikwutang/NNC
(	(/SLQ
ngwingwencang	ngwingwencang/NNC
ngikunkyu	ngikunkyu/NPR
)	)/SRQ
kayphyentayhoy	kayphyen/NNC+tayhoy/NNC
mich	mich/ADC
kangngwentocipwu	kangngwento/NPR+cipwu/NNC
kongchencatayhoy	kongchenca/NNC+tayhoy/NNC
,	,/SCM
hwungwenhoyngey	hwungwenhoy/NNC+ngey/PAD
chamsekhanun	chamsek/NNC+ha/XSV+nun/EAN
tung	tung/NNX
kangngwen	kangngwen/NPR
,	,/SCM
chwungpwukkwenngeyse	chwungpwuk/NPR+kwen/XSF+ngeyse/PAD
cicilul	cici/NNC+ngul/PCA
hosohayssta	hoso/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
hannalatangngun	hannalatang/NPR+ngun/PAU
nginal	nginal/NNC
sengwul	sengwul/NPR
ngunphyengkap	ngunphyeng/NPR+kap/NNC
(	(/SLQ
ngwingwencang	ngwingwencang/NNC
kangnginsep	kangnginsep/NPR
)	)/SRQ
kyengki	kyengki/NPR
sengnampwuntangkap	sengnam/NPR+pwuntang/NPR+kap/NNC
(	(/SLQ
ngwingwencang	ngwingwencang/NNC
kohungkil	kohungkil/NPR
)	)/SRQ
sengnamcwungngwen	sengnam/NPR+cwungngwen/NPR
(	(/SLQ
ngwingwencang	ngwingwencang/NNC
kimngilcwu	kimngilcwu/NPR
)	)/SRQ
cikwutangtayhoylul	cikwutang/NNC+tayhoy/NNC+ngul/PCA
ngyelko	ngyel/VV+ko/ECS
cinan	cinan/DAN
cwumalngey	cwumal/NNC+ngey/PAD
nginge	ngis/VV+nge/ECS
ngipen	ngipen/NNC
chongsennguy	chongsen/NNC+nguy/PAN
sungpwuchengin	sungpwuche/NNC+ngi/CO+ngun/EAN
swutokwen	swutokwen/NNC
konglyakngul	konglyak/NNC+ngul/PCA
kyeysokhayssta	kyeysok/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
hannalatangngun	hannalatang/NPR+ngun/PAU
ngingwa	ngi/NPN+kwa/PAD
hamkkey	hamkkey/ADV
ngyekwenngi	ngyekwen/NNC+ngi/PCA
kumkwen	kumkwen/NNC
,	,/SCM
kwankwensenke	kwankwen/NNC+senke/NNC
tung	tung/NNX
pwucengsenkelul	pwuceng/NNC+senke/NNC+ngul/PCA
cahaynghalyenun	cahayng/NNC+ha/XSV+ngulye/ECS+nun/EAN
nguytolul	nguyto/NNC+ngul/PCA
nokolhwahako	nokolhwa/NNC+ha/XSV+ko/ECS
ngisstako	ngiss/VX+ta/EFN+ko/PAD
pinanhamyense	pinan/NNC+ha/XSV+ngumyense/ECS
ngilpwu	ngilpwu/NNC
salyeylul	salyey/NNC+ngul/PCA
kongkayhanun	kongkay/NNC+ha/XSV+nun/EAN
hanphyen	hanphyen/NNC
,	,/SCM
`^LQ	`/SLQ
himngissnun	him/NNC+ngiss/VJ+nun/EAN
kwenlyekhayksim	kwenlyek/NNC+hayksim/NNC
ngyocikngun	ngyocik/NNC+ngun/PAU
honamchwulsinngi	honam/NPR+chwulsin/NNC+ngi/PCA
tokcemhako	tokcem/NNC+ha/XSV+ko/ECS
ngissta	ngiss/VX+ta/EFN
'^RQ	'/SRQ
mye	mye/ECS
cingyekphyencwungnginsa	cingyek/NNC+phyencwung/NNC+nginsa/NNC
mwunceylul	mwuncey/NNC+ngul/PCA
kyeysok	kyeysok/ADV
kelonhayssta	kelon/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
hannalatangngun	hannalatang/NPR+ngun/PAU
nginge	nginge/ADV
ngipen	ngipen/NNC
cwumalkkaci	cwumal/NNC+kkaci/PAU
sengwul	sengwul/NPR
16	16/NNU
kos	kos/NNX
,	,/SCM
nginchen	nginchen/NPR
,	,/SCM
kyengki	kyengki/NPR
16	16/NNU
kos	kos/NNX
tung	tung/NNX
swutokwen	swutokwen/NNC
32	32/NNU
kay	kay/NNX
cikwutang	cikwutang/NNC
cengkitayhoylul	cengki/NNC+tayhoy/NNC+ngul/PCA
ngyelnge	ngyel/VV+nge/ECS
swutokwen	swutokwen/NNC
seymolngingey	seymolngi/NNC+ngey/PAD
chonglyekngul	chonglyek/NNC+ngul/PCA
kyengcwuhantanun	kyengcwu/NNC+ha/XSV+nunta/EFN+nun/EAN
cenlyakngita	cenlyak/NNC+ngi/CO+ta/EFN
.	./SFN
^EOS
cwungkwuknay	cwungkwuk/NPR+nay/NNX
hankwukngin	hankwukngin/NNC
ngyenswaynapchisakenkwa	ngyensway/NNC+napchi/NNC+saken/NNC+kwa/PAD
kwanlyen	kwanlyen/NNC
,	,/SCM
peyngicing	peyngicing/NPR
hyenciswusalul	hyenci/NNC+swusa/NNC+ngul/PCA
ngwihay	ngwiha/VV+nge/ECS
kyengchalcheng	kyengchalcheng/NNC
ngoysakwa	ngoysakwa/NNC
kimmwunho	kimmwunho/NPR
kyengcang	kyengcang/NNC
tung	tung/NNX
swusakyengchal	swusa/NNC+kyengchal/NNC
4	4/NNU
myengngi	myeng/NNX+ngi/PCA
6	6/NNU
ngil	ngil/NNX
ngocen	ngocen/NNC
9	9/NNU
si	si/NNX
30	30/NNU
pwun	pwun/NNX
tayhanhangkong	tayhanhangkong/NPR
KE-851kiphyenngulo	KE/NFW+-/SSY+851/NNU+ki/NNX+phyen/NNX+ngulo/PAD
chwulkwukhayssta	chwulkwuk/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
ngitulngun	ngi/NPN+tul/XSF+ngun/PAU
ngonun	ngonun/DAN
10	10/NNU
ngilkkaci	ngil/NNX+kkaci/PAU
peyngicingngey	peyngicing/NPR+ngey/PAD
memwulmyense	memwul/VV+ngumyense/ECS
cwungkwuk	cwungkwuk/NPR
kongngantangkwukngulopwuthe	kongngan/NNC+tangkwuk/NNC+ngulopwuthe/PAD
kwiswunca	kwiswunca/NNC
comyengchel	comyengchel/NPR
(	(/SLQ
41	41/NNU
)	)/SRQ
ssi	ssi/XSF
,	,/SCM
mwungyekhoysa	mwungyek/NNC+hoysa/NNC
cikngwen	cikngwen/NNC
semo	se/NPR+mo/NPN
(	(/SLQ
30	30/NNU
)	)/SRQ
ssi	ssi/XSF
napchisakennguy	napchi/NNC+saken/NNC+nguy/PAN
kongpemngulo	kongpem/NNC+ngulo/PAD
kwusoktoyn	kwusok/NNC+toy/XSV+ngun/EAN
cosencok	cosencok/NNC
chaymo	chay/NPR+mo/NPN
(	(/SLQ
22	22/NNU
,	,/SCM
ngye	ngye/NNC
)	)/SRQ
ssi	ssi/XSF
tung	tung/NNX
6	6/NNU
myengngey	myeng/NNX+ngey/PAD
tayhan	tayha/VV+ngun/EAN
cosacalyolul	cosa/NNC+calyo/NNC+ngul/PCA
nemkyepatko	nemkyepat/VV+ko/ECS
pokangswusalul	pokang/NNC+swusa/NNC+ngul/PCA
pelngil	pelngi/VV+ngul/EAN
pangchimngita	pangchim/NNC+ngi/CO+ta/EFN
.	./SFN
^EOS
kyengchalngun	kyengchal/NNC+ngun/PAU
"^LQ	"/SLQ
ngipen	ngipen/NNC
kongcoswusalul	kongco/NNC+swusa/NNC+ngul/PCA
thonghay	thongha/VV+nge/ECS
cwungkwuknay	cwungkwuk/NPR+nay/NNX
cosencok	cosencok/NNC
phoklyektancheynguy	phoklyek/NNC+tanchey/NNC+nguy/PAN
cocikcek	cocik/NNC+cek/XSF
kayngipngyepwu	kayngip/NNC+ngyepwu/NNC
,	,/SCM
napchipemkwa	napchipem/NNC+kwa/PAD
hwancensangkwanguy	hwancensang/NNC+kwa/PAD+nguy/PAN
kongmongyepwulul	kongmo/NNC+ngyepwu/NNC+ngul/PCA
palkhyenaynuntey	palkhi/VV+nge/ECS+nay/VX+nuntey/ECS
cwulyekhakeyssta	cwulyek/NNC+ha/XSV+keyss/EPF+ta/EFN
"^RQ	"/SRQ
ko	ko/PAD
palkhyessta	palkhi/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
seykyeycekngulo	seykyey/NNC+cek/XSF+ngulo/PAD
kwacheycwung	kwa/XPF+cheycwung/NNC
nginkwuka	nginkwu/NNC+ngi/PCA
kyeysok	kyeysok/ADV
nulngena	nulngena/VV+nge/ECS
chengumngulo	chengum/NNC+ngulo/PAD
ngyengngyangpwucok	ngyengngyang/NNC+pwucok/NNC
nginkwu	nginkwu/NNC
swuscangwa	swusca/NNC+kwa/PAD
kathngacyesstako	kath/VJ+nge/ECS+ci/VX+ngess/EPF+ta/EFN+ko/PAD
seykyeyhwankyengtanchey	seykyey/NNC+hwankyeng/NNC+tanchey/NNC
ngweltungwechi	ngweltungwechi/NPR
pokoseka	pokose/NNC+ngi/PCA
6	6/NNU
ngil	ngil/NNX
palkhyessta	palkhi/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
ngweltungwechi	ngweltungwechi/NPR
pokosenun	pokose/NNC+ngun/PAU
khingwa	khi/NNC+kwa/PCJ
mommwukeynguy	mommwukey/NNC+nguy/PAN
pingyulngul	pingyul/NNC+ngul/PCA
nathanaynun	nathanay/VV+nun/EAN
cheycekciswulul	cheycek/NNC+ciswu/NNC+ngul/PCA
pathangngulo	pathang/NNC+ngulo/PAD
han	ha/VV+ngun/EAN
ngyele	ngyele/DAN
thongkyeylul	thongkyey/NNC+ngul/PCA
nginngyong	nginngyong/NNC
,	,/SCM
censeykyeynguy	censeykyey/NNC+nguy/PAN
kwacheycwung	kwa/XPF+cheycwung/NNC
nginkwuka	nginkwu/NNC+ngi/PCA
chengumngulo	chengum/NNC+ngulo/PAD
cheycwungmital	cheycwung/NNC+mital/NNC
nginkwungwa	nginkwu/NNC+kwa/PAD
pisushan	pisus/NNC+ha/XSJ+ngun/EAN
swucwunngin	swucwun/NNC+ngi/CO+ngun/EAN
11	11/NNU
ngekngey	ngek/NNU+ngey/PAD
ngilulesstako	ngilulu/VV+ngess/EPF+ta/EFN+ko/PAD
malhayssta	malha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
cheycwungmitalngun	cheycwung/NNC+mital/NNC+ngun/PAU
80	80/NNU
nyenpota	nyen/NNX+pota/PAD
ngyakkan	ngyakkan/ADV
cwulngessnguna	cwul/VV+ngess/EPF+nguna/ECS
ngyecenhi	ngyecenhi/ADV
11	11/NNU
ngekcengtolako	ngek/NNU+cengto/NNC+ngi/CO+la/EFN+ko/PAD
ngi	ngi/DAN
pokosenun	pokose/NNC+ngun/PAU
malhayssta	malha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
kwacheycwung	kwa/XPF+cheycwung/NNC
nginkwuka	nginkwu/NNC+ngi/PCA
nulngenako	nulngena/VV+ko/ECS
ngisstanun	ngiss/VX+ta/EFN+nun/EAN
kesngun	kes/NNX+ngun/PAU
ngyengngyangsangthayka	ngyengngyang/NNC+sangthay/NNC+ngi/PCA
te	te/ADV
cohngacyesstakena	coh/VJ+nge/ECS+ci/VX+ngess/EPF+ta/EFN+kena/ECS
te	te/ADV
kenkanghatanun	kenkang/NNC+ha/XSJ+ta/EFN+nun/EAN
ttusngi	ttus/NNC+ngi/PCA
nganiko	ngani/VJ+ko/ECS
cilpyeng	cilpyeng/NNC
,	,/SCM
pwulkwu	pwulkwu/NNC
,	,/SCM
swumyeng	swumyeng/NNC
tanchwuk	tanchwuk/NNC
,	,/SCM
sayngsanseng	sayngsanseng/NNC
cehalul	ceha/NNC+ngul/PCA
nguymihanun	nguymi/NNC+ha/XSV+nun/EAN
kesngilako	kes/NNX+ngi/CO+la/EFN+ko/PAD
ngweltungwechi	ngweltungwechi/NPR
pokosenun	pokose/NNC+ngun/PAU
cicekhayssta	cicek/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
kwacheycwungngina	kwa/XPF+cheycwung/NNC+ngina/PCJ
cheycwung	cheycwung/NNC
mitalngun	mital/NNC+ngun/PAU
takathngi	takathngi/ADV
ngyengngyang	ngyengngyang/NNC
pwucokngeyse	pwucok/NNC+ngeyse/PAD
nangonun	nango/VV+nun/EAN
kesngiki	kes/NNX+ngi/CO+ki/ENM
ttaymwunngita	ttaymwun/NNX+ngi/CO+ta/EFN
.	./SFN
^EOS
nginto	nginto/NPR
,	,/SCM
cwungkwuk	cwungkwuk/NPR
,	,/SCM
pulacilkathngun	pulacil/NPR+kath/VJ+ngun/EAN
kaypaltosangkwuktulngeysenun	kaypaltosangkwuk/NNC+tul/XSF+ngeyse/PAD+ngun/PAU
pwungyuhan	pwungyu/NNC+ha/XSJ+ngun/EAN
soswunun	soswu/NNC+ngun/PAU
cemcem	cemcem/ADV
te	te/ADV
mommwukeyka	mommwukey/NNC+ngi/PCA
nulngenako	nulngena/VV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
panmyen	panmyen/NNC
kananhan	kanan/NNC+ha/XSJ+ngun/EAN
kyeychungngun	kyeychung/NNC+ngun/PAU
tengwuk	tengwuk/ADV
kwulmcwuliko	kwulmcwuli/VV+ko/ECS
ngisstanun	ngiss/VX+ta/EFN+nun/EAN
kesngita	kes/NNX+ngi/CO+ta/EFN
.	./SFN
^EOS
pantaylo	pantay/NNC+ngulo/PAD
mikwukngina	mikwuk/NPR+ngina/PCJ
kitha	kitha/NNC
sencinkwukngeysenun	sencinkwuk/NNC+ngeyse/PAD+ngun/PAU
kyongyukpatngun	kyongyuk/NNC+pat/VV+ngun/EAN
pwungyuchungngun	pwungyuchung/NNC+ngun/PAU
cekcelhan	cekcel/NNC+ha/XSJ+ngun/EAN
ngumsikngul	ngumsik/NNC+ngul/PCA
mekko	mek/VV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
panmyen	panmyen/NNC
kapsssako	kapsssa/VJ+ko/ECS
kilumki	kilumki/NNC
manhngun	manh/VJ+ngun/EAN
phaysuthuphwutungey	phaysuthu/NNC+phwutu/NNC+ngey/PAD
nguyconhako	nguycon/NNC+ha/XSV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
kananhan	kanan/NNC+ha/XSJ+ngun/EAN
salamtulnguy	salam/NNC+tul/XSF+nguy/PAN
swunun	swu/NNX+ngun/PAU
cemcem	cemcem/ADV
nulngenako	nulngena/VV+ko/ECS
ngissta	ngiss/VX+ta/EFN
.	./SFN
^EOS
ngi	ngi/DAN
pokosenun	pokose/NNC+ngun/PAU
seykyeykakkwukngi	seykyey/NNC+kakkwuk/NNC+ngi/PCA
"^LQ	"/SLQ
kwulmcwulim	kwulmcwulim/NNC
taysin	taysin/NNC
piman	piman/NNC
,	,/SCM
kanannguy	kanan/NNC+nguy/PAN
cilpyeng	cilpyeng/NNC
taysin	taysin/NNC
kwangingnguy	kwanging/NNC+nguy/PAN
cilpyengngulo	cilpyeng/NNC+ngulo/PAD
pakkwingessta	pakkwi/VV+ngess/EPF+ta/EFN
"^RQ	"/SRQ
ko	ko/PAD
cicekhayssta	cicek/NNC+ha/XSV+ngess/EPF+ta/EFN
.	./SFN
^EOS
mikwukngeysenun	mikwuk/NPR+ngeyse/PAD+ngun/PAU
nginkwunguy	nginkwu/NNC+nguy/PAN
55	55/NNU
pheseynthuka	pheseynthu/NNX+ngi/PCA
kwacheycwungngiko	kwa/XPF+cheycwung/NNC+ngi/CO+ko/ECS
sengngin	sengngin/NNC
4	4/NNU
myengcwung	myeng/NNX+cwung/NNX
1	1/NNU
myengngun	myeng/NNX+ngun/PAU
pimanngimye	piman/NNC+ngi/CO+ngumye/ECS
lesingana	lesinga/NPR+ngina/PCJ
ngyengkwuk	ngyengkwuk/NPR
,	,/SCM
tokngilnguy	tokngil/NPR+nguy/PAN
kyengngwuto	kyengngwu/NNC+to/PAU
kwacheycwung	kwa/XPF+cheycwung/NNC
swuscaka	swusca/NNC+ngi/PCA
te	te/ADV
manhtako	manh/VJ+ta/EFN+ko/PAD
ngi	ngi/DAN
pokosenun	pokose/NNC+ngun/PAU
palkhyessta	palkhi/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
ngingey	ngi/NPN+ngey/PAD
panhay	panha/VV+nge/ECS
pangkullateysinun	pangkullateysi/NPR+ngun/PAU
56	56/NNU
pheseynthu	pheseynthu/NNX
,	,/SCM
ngintonun	nginto/NPR+ngun/PAU
53	53/NNU
pheseynthuka	pheseynthu/NNX+ngi/PCA
cheycwungmitalngita	cheycwung/NNC+mital/NNC+ngi/CO+ta/EFN
.	./SFN
^EOS
cinan	cinan/DAN
80	80/NNU
nyen	nyen/NNX
ngilay	ngilay/NNC
ngasingangwa	ngasinga/NPR+kwa/PCJ
lathin	lathin/NPR
ngameylikhanguy	ngameylikha/NPR+nguy/PAN
cheycwungmital	cheycwung/NNC+mital/NNC
ngelinngitulngun	ngelinngi/NNC+tul/XSF+ngun/PAU
khukey	khu/VJ+key/ECS
cwulngetulngessnguna	cwulngetul/VV+ngess/EPF+nguna/ECS
sahala	sahala/NPR
nginam	nginam/NNC
cingyeknguy	cingyek/NNC+nguy/PAN
ngaphulikhangeysenun	ngaphulikha/NPR+ngeyse/PAD+ngun/PAU
ngyengngyang	ngyengngyang/NNC
pwucok	pwucok/NNC
ngelinngitulngi	ngelinngi/NNC+tul/XSF+ngi/PCA
swuka	swu/NNC+ngi/PCA
kyeysok	kyeysok/ADV
nulngenako	nulngena/VV+ko/ECS
ngissnun	ngiss/VX+nun/EAN
silcengngita	silceng/NNC+ngi/CO+ta/EFN
.	./SFN
^EOS
sencinkwukngeysenun	sencinkwuk/NNC+ngeyse/PAD+ngun/PAU
kwacheycwung	kwa/XPF+cheycwung/NNC
nginkwuka	nginkwu/NNC+ngi/PCA
nulngenako	nulngena/VV+ko/ECS
kananhan	kanan/NNC+ha/XSJ+ngun/EAN
nalangeysenun	nala/NNC+ngeyse/PAD+ngun/PAU
cheycwungmital	cheycwung/NNC+mital/NNC
nginkwuka	nginkwu/NNC+ngi/PCA
kyeysok	kyeysok/ADV
nulngenanun	nulngena/VV+nun/EAN
hyensangngi	hyensang/NNC+ngi/PCA
pyengconhako	pyengcon/NNC+ha/XSV+ko/ECS
ngissngumye	ngiss/VX+ngumye/ECS
ngyangccokngi	ngyangccok/NNC+ngi/PCA
motwu	motwu/ADV
ngyengngyang	ngyengngyang/NNC
kyelphip	kyelphip/NNC
sangthaylako	sangthay/NNC+ngi/CO+la/EFN+ko/PAD
ngi	ngi/DAN
pokosenun	pokose/NNC+ngun/PAU
malhayssta	malha/VV+ngess/EPF+ta/EFN
.	./SFN
^EOS
ngicengpin	ngicengpin/NPR
ngoykyothongsangpwu	ngoykyothongsangpwu/NPR
cangkwanngi	cangkwan/NNC+ngi/PCA
ngonun	ngonun/DAN
12	12/NNU
ngilpwuthe	ngil/NNX+pwuthe/PAD
3	3/NNU
pak	pak/NNX
